,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
751,23,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1,Low,0,0,18,new vehicle,976000,1,car or other,0,0,1,existing loans paid back duly till now,1
752,23,female,divorced/separated/married,1,rent,4,unskilled - resident,4 years,1,Medium,0,2 lac,12,business,841000,2,real estate,0,0,1,existing loans paid back duly till now,0
753,25,female,divorced/separated/married,1,own,2,skilled employee / official,4 years,1,Low,0,0,30,electronic equipment,5771000,4,car or other,0,0,2,critical/pending loans at other banks,0
754,55,male,single,2,for free,4,skilled employee / official,7 years,1,Very high,0,0,12,repair costs,1555000,4,car or other,0,0,2,delay in paying off loans in the past,1
755,32,female,divorced/separated/married,1,rent,4,skilled employee / official,4 years,1,Low,0,0,24,new vehicle,1285000,4,car or other,0,0,1,existing loans paid back duly till now,1
756,74,male,single,2,own,1,unemployed / unskilled - non-resident,1 year,0,Low,2 lac,0,6,new vehicle,1299000,1,real estate,0,0,3,critical/pending loans at other banks,0
757,39,male,single,1,for free,4,skilled employee / official,1 year,1,Low,2 lac,0,15,electronic equipment,1271000,3,car or other,0,0,2,critical/pending loans at other banks,1
758,31,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,24,new vehicle,1393000,2,real estate,0,1,1,existing loans paid back duly till now,0
759,35,male,single,1,own,3,skilled employee / official,7 years,1,Low,0,0,12,new vehicle,691000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1
760,59,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Low,0,0,15,new vehicle,5045000,1,car or other,0,0,1,critical/pending loans at other banks,0
761,24,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,Low,0,0,18,FF&E,2124000,4,real estate,0,0,2,critical/pending loans at other banks,1
762,24,male,single,1,own,3,unskilled - resident,1 year,1,Low,0,0,12,electronic equipment,2214000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
763,30,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,21,new vehicle,12680000,4,car or other,0,0,1,critical/pending loans at other banks,1
764,27,male,married/widowed,1,own,3,skilled employee / official,4 years,1,Medium,0,0,24,new vehicle,2463000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
765,40,male,married/widowed,1,own,3,unskilled - resident,7 years,1,Low,0,2 lac,12,electronic equipment,1155000,3,real estate,0,1,2,existing loans paid back duly till now,0
766,31,male,divorced/separated,1,own,4,unskilled - resident,0 year,1,Low,0,0,30,FF&E,3108000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
767,31,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1,Low,0,0,10,used vehicle,2901000,1,real estate,0,0,1,existing loans paid back duly till now,0
768,28,male,single,1,rent,4,skilled employee / official,7 years,1,Low,0,2 lac,12,FF&E,3617000,1,car or other,0,0,3,critical/pending loans at other banks,0
769,63,male,single,1,own,4,unskilled - resident,7 years,1,Low,0,0,12,electronic equipment,1655000,2,real estate,0,0,2,critical/pending loans at other banks,0
770,26,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,1,Low,0,0,24,used vehicle,2812000,2,real estate,0,0,1,existing loans paid back duly till now,0
771,25,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,0,36,education,8065000,3,car or other,0,0,2,critical/pending loans at other banks,1
772,36,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,21,used vehicle,3275000,1,car or other,0,0,1,critical/pending loans at other banks,0
773,52,male,single,1,own,4,skilled employee / official,7 years,1,Medium,0,0,24,electronic equipment,2223000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
774,66,male,single,1,for free,4,unemployed / unskilled - non-resident,0 year,1,High,2 lac,0,12,new vehicle,1480000,2,car or other,0,0,3,critical/pending loans at other banks,0
775,25,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,Low,0,0,24,new vehicle,1371000,4,real estate,0,0,1,existing loans paid back duly till now,1
776,37,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,36,new vehicle,3535000,4,car or other,0,0,2,critical/pending loans at other banks,0
777,25,female,divorced/separated/married,1,own,1,skilled employee / official,4 years,1,Low,0,0,18,electronic equipment,3509000,4,real estate,0,1,1,existing loans paid back duly till now,0
778,38,male,single,1,own,2,management / self-employed / highly qualified employee / officer,7 years,1,Very high,0,0,36,used vehicle,5711000,4,car or other,0,0,2,critical/pending loans at other banks,0
779,67,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,2 lac,18,repair costs,3872000,2,car or other,0,0,1,existing loans paid back duly till now,0
780,25,male,single,1,own,2,skilled employee / official,4 years,1,Low,0,2 lac,39,electronic equipment,4933000,2,real estate,0,1,2,critical/pending loans at other banks,1
781,60,male,single,1,own,4,skilled employee / official,7 years,1,Very high,0,0,24,new vehicle,1940000,4,real estate,0,0,1,critical/pending loans at other banks,0
782,31,male,single,1,own,2,unskilled - resident,1 year,1,Low,0,2 lac,12,career development,1410000,2,real estate,0,0,1,no loans taken/all loans paid back duly,0
783,23,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1,Medium,0,2 lac,12,new vehicle,836000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
784,60,male,divorced/separated,1,own,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,2 lac,20,used vehicle,6468000,1,real estate,0,0,1,existing loans paid back duly till now,0
785,35,male,single,1,own,2,unskilled - resident,1 year,1,Very high,0,2 lac,18,business,1941000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
786,40,male,single,1,own,4,skilled employee / official,7 years,1,High,0,0,22,electronic equipment,2675000,3,car or other,0,0,1,existing loans paid back duly till now,0
787,38,male,single,2,own,3,skilled employee / official,7 years,1,Low,0,0,48,used vehicle,2751000,4,car or other,0,0,2,critical/pending loans at other banks,0
788,50,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,2 lac,48,education,6224000,4,car or other,0,0,1,delay in paying off loans in the past,1
789,27,male,single,1,own,3,skilled employee / official,1 year,1,Low,0,0,40,education,5998000,4,car or other,0,0,1,critical/pending loans at other banks,1
790,39,female,divorced/separated/married,2,own,4,skilled employee / official,7 years,1,Low,0,2 lac,21,business,1188000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
791,41,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,24,used vehicle,6313000,3,car or other,0,0,1,existing loans paid back duly till now,0
792,27,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Low,0,0,6,FF&E,1221000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
793,51,male,divorced/separated,1,for free,4,skilled employee / official,7 years,1,Low,2 lac,0,24,FF&E,2892000,3,car or other,0,0,1,existing loans paid back duly till now,0
794,32,male,single,1,rent,3,skilled employee / official,7 years,1,High,0,0,24,FF&E,3062000,4,car or other,0,0,1,existing loans paid back duly till now,0
795,22,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1,Medium,0,0,9,FF&E,2301000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
796,51,male,single,2,for free,4,skilled employee / official,7 years,1,Low,0,0,18,used vehicle,7511000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
797,22,female,divorced/separated/married,1,rent,4,unskilled - resident,0 year,1,Low,0,0,12,FF&E,1258000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
798,54,male,married/widowed,1,own,4,skilled employee / official,7 years,1,Low,0,0,24,new vehicle,717000,4,car or other,0,0,2,delay in paying off loans in the past,0
799,35,male,single,1,own,2,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,9,new vehicle,1549000,4,real estate,0,0,1,existing loans paid back duly till now,0
800,54,male,single,2,for free,4,skilled employee / official,7 years,1,Low,0,0,24,education,1597000,4,car or other,0,0,2,critical/pending loans at other banks,0
801,48,female,divorced/separated/married,1,rent,4,unskilled - resident,7 years,1,Low,0,2 lac,18,electronic equipment,1795000,3,real estate,0,1,2,critical/pending loans at other banks,0
802,24,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Low,0,0,20,FF&E,4272000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
803,35,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,12,electronic equipment,976000,4,car or other,0,0,2,critical/pending loans at other banks,0
804,24,female,divorced/separated/married,1,rent,2,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,12,new vehicle,7472000,1,real estate,0,0,1,existing loans paid back duly till now,0
805,24,male,single,1,own,1,skilled employee / official,4 years,1,Low,0,0,36,new vehicle,9271000,2,car or other,0,0,1,existing loans paid back duly till now,1
806,26,male,married/widowed,1,own,3,unskilled - resident,0 year,0,Low,0,2 lac,6,electronic equipment,590000,3,real estate,0,0,1,existing loans paid back duly till now,0
807,65,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,12,electronic equipment,930000,4,real estate,0,0,4,critical/pending loans at other banks,0
808,55,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,2 lac,42,used vehicle,9283000,1,car or other,0,0,1,all loans at this bank paid back duly,0
809,26,female,divorced/separated/married,1,rent,1,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,15,new vehicle,1778000,2,real estate,0,0,2,no loans taken/all loans paid back duly,1
810,26,male,married/widowed,1,own,2,skilled employee / official,0 year,1,Low,0,2 lac,8,business,907000,3,real estate,0,0,1,existing loans paid back duly till now,0
811,28,male,married/widowed,1,own,3,unskilled - resident,4 years,1,Low,0,2 lac,6,electronic equipment,484000,3,real estate,0,1,1,existing loans paid back duly till now,0
812,24,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,36,used vehicle,9629000,4,car or other,0,0,2,critical/pending loans at other banks,1
813,54,male,single,1,own,4,skilled employee / official,1 year,1,Low,0,0,48,domestic appliances,3051000,3,car or other,0,0,1,existing loans paid back duly till now,1
814,46,male,single,2,for free,4,skilled employee / official,4 years,1,Low,0,0,48,new vehicle,3931000,4,car or other,0,0,1,existing loans paid back duly till now,1
815,54,female,divorced/separated/married,1,rent,2,skilled employee / official,1 year,1,Low,0,2 lac,36,new vehicle,7432000,2,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0
816,62,male,divorced/separated,1,own,4,skilled employee / official,1 year,1,High,0,0,6,domestic appliances,1338000,1,real estate,0,0,1,existing loans paid back duly till now,0
817,24,female,divorced/separated/married,1,rent,2,skilled employee / official,4 years,1,Low,0,0,6,electronic equipment,1554000,1,car or other,0,0,2,critical/pending loans at other banks,0
818,43,male,divorced/separated,1,own,3,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,36,electronic equipment,15857000,2,car or other,1,0,1,existing loans paid back duly till now,0
819,26,male,married/widowed,1,own,3,skilled employee / official,1 year,1,Low,0,0,18,electronic equipment,1345000,4,real estate,0,0,1,existing loans paid back duly till now,1
820,27,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Low,0,0,12,new vehicle,1101000,3,real estate,0,0,2,existing loans paid back duly till now,0
821,24,male,married/widowed,1,own,1,skilled employee / official,1 year,1,Low,2 lac,0,12,electronic equipment,3016000,3,car or other,0,0,1,existing loans paid back duly till now,0
822,41,male,single,2,own,2,skilled employee / official,7 years,1,Low,0,0,36,FF&E,2712000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
823,47,male,single,1,own,4,unskilled - resident,7 years,1,Low,0,0,8,new vehicle,731000,4,real estate,0,0,2,critical/pending loans at other banks,0
824,35,male,divorced/separated,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,18,FF&E,3780000,3,car or other,0,0,2,critical/pending loans at other banks,0
825,30,male,married/widowed,1,own,3,skilled employee / official,7 years,1,Low,0,0,21,new vehicle,1602000,4,car or other,0,0,2,critical/pending loans at other banks,0
826,33,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,1,Low,0,0,18,new vehicle,3966000,1,real estate,0,0,3,critical/pending loans at other banks,1
827,36,male,single,2,own,2,skilled employee / official,1 year,1,Low,0,0,18,business,4165000,2,car or other,0,0,2,no loans taken/all loans paid back duly,1
828,47,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,0,36,used vehicle,8335000,3,car or other,0,0,1,existing loans paid back duly till now,1
829,38,male,single,2,for free,4,skilled employee / official,1 year,1,Low,0,2 lac,48,business,6681000,4,car or other,0,0,1,delay in paying off loans in the past,0
830,44,male,single,2,own,2,skilled employee / official,1 year,1,High,0,0,24,business,2375000,4,car or other,0,0,2,delay in paying off loans in the past,0
831,23,female,divorced/separated/married,1,rent,3,skilled employee / official,0 year,1,Low,0,0,18,new vehicle,1216000,4,car or other,0,0,1,existing loans paid back duly till now,1
832,29,male,single,1,rent,4,skilled employee / official,7 years,1,Low,0,0,45,business,11816000,2,car or other,0,0,2,no loans taken/all loans paid back duly,1
833,42,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,24,electronic equipment,5084000,2,car or other,0,0,1,existing loans paid back duly till now,0
834,25,female,divorced/separated/married,1,own,3,unskilled - resident,0 year,1,Low,2 lac,0,15,electronic equipment,2327000,2,real estate,0,0,1,existing loans paid back duly till now,1
835,48,male,single,1,own,4,skilled employee / official,1 year,1,Low,0,0,12,new vehicle,1082000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
836,21,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,12,electronic equipment,886000,4,car or other,0,0,1,existing loans paid back duly till now,0
837,23,female,divorced/separated/married,2,rent,3,unskilled - resident,0 year,1,Low,0,0,4,FF&E,601000,1,real estate,0,0,1,existing loans paid back duly till now,0
838,63,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,24,used vehicle,2957000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
839,46,male,married/widowed,1,own,3,skilled employee / official,7 years,1,Low,0,0,24,electronic equipment,2611000,4,real estate,1,0,2,critical/pending loans at other banks,0
840,29,male,single,1,own,2,skilled employee / official,4 years,1,Low,0,0,36,FF&E,5179000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
841,28,male,single,1,own,2,unskilled - resident,1 year,1,Low,0,0,21,used vehicle,2993000,3,real estate,0,0,2,delay in paying off loans in the past,0
842,23,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,0,18,repair costs,1943000,4,real estate,0,0,1,existing loans paid back duly till now,1
843,50,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,24,business,1559000,4,car or other,0,0,1,all loans at this bank paid back duly,0
844,47,male,single,2,own,4,skilled employee / official,7 years,1,Low,0,0,18,FF&E,3422000,4,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,0
845,35,male,single,1,own,3,skilled employee / official,4 years,1,Low,0,2 lac,21,FF&E,3976000,2,car or other,0,0,1,existing loans paid back duly till now,0
846,68,male,single,1,rent,4,skilled employee / official,1 year,1,Low,0,0,18,new vehicle,6761000,2,car or other,0,0,2,existing loans paid back duly till now,1
847,28,male,married/widowed,1,own,2,skilled employee / official,0 year,1,Low,0,0,24,new vehicle,1249000,4,real estate,0,0,1,existing loans paid back duly till now,0
848,59,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,9,electronic equipment,1364000,3,real estate,0,0,1,existing loans paid back duly till now,0
849,57,male,single,1,own,4,unskilled - resident,7 years,1,Low,0,0,12,electronic equipment,709000,4,real estate,0,0,1,existing loans paid back duly till now,1
850,33,male,married/widowed,1,rent,2,skilled employee / official,1 year,0,Low,0,0,20,new vehicle,2235000,4,building society savings agreement/life insurance,0,1,2,critical/pending loans at other banks,1
851,43,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,24,used vehicle,4042000,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
852,35,male,single,1,for free,4,skilled employee / official,1 year,1,Low,0,0,15,electronic equipment,1471000,4,car or other,0,0,2,critical/pending loans at other banks,0
853,32,male,single,2,for free,4,unskilled - resident,4 years,1,Low,0,0,18,new vehicle,1442000,4,car or other,0,0,2,all loans at this bank paid back duly,1
854,45,male,single,2,own,2,skilled employee / official,7 years,1,Low,0,0,36,new vehicle,10875000,2,car or other,0,0,2,delay in paying off loans in the past,0
855,33,male,married/widowed,1,own,3,skilled employee / official,0 year,1,Medium,0,0,24,new vehicle,1474000,4,real estate,0,0,1,existing loans paid back duly till now,0
856,40,female,divorced/separated/married,1,own,3,skilled employee / official,4 years,1,Low,0,0,10,career development,894000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
857,28,male,single,1,for free,2,skilled employee / official,1 year,1,Low,0,0,15,FF&E,3343000,4,car or other,0,0,1,critical/pending loans at other banks,0
858,29,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,15,new vehicle,3959000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
859,26,male,single,2,rent,2,skilled employee / official,1 year,0,Medium,0,0,9,new vehicle,3577000,1,real estate,0,1,1,existing loans paid back duly till now,0
860,27,male,single,1,own,2,skilled employee / official,1 year,1,Very high,0,0,24,used vehicle,5804000,4,real estate,0,0,2,critical/pending loans at other banks,0
861,28,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Low,0,0,18,business,2169000,4,car or other,0,0,1,delay in paying off loans in the past,1
862,35,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,0,24,electronic equipment,2439000,4,real estate,0,0,1,existing loans paid back duly till now,1
863,32,male,single,2,own,2,unskilled - resident,0 year,1,Very high,0,0,27,FF&E,4526000,4,real estate,0,0,2,critical/pending loans at other banks,0
864,25,male,single,1,rent,2,unskilled - resident,1 year,1,Low,0,0,10,FF&E,2210000,2,real estate,0,0,1,existing loans paid back duly till now,1
865,20,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,High,0,0,15,FF&E,2221000,2,car or other,0,0,1,existing loans paid back duly till now,0
866,27,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1,Low,0,0,18,electronic equipment,2389000,4,car or other,0,0,1,existing loans paid back duly till now,0
867,42,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,12,FF&E,3331000,2,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
868,37,male,single,1,own,2,skilled employee / official,7 years,1,Low,0,0,36,business,7409000,3,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
869,24,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,1,Low,0,0,12,FF&E,652000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
870,40,female,divorced/separated/married,1,own,4,skilled employee / official,4 years,1,High,0,0,36,FF&E,7678000,2,car or other,0,0,2,delay in paying off loans in the past,0
871,46,male,single,2,own,4,skilled employee / official,7 years,0,Low,2 lac,0,6,new vehicle,1343000,1,real estate,0,0,2,critical/pending loans at other banks,0
872,26,male,single,1,own,1,skilled employee / official,4 years,1,Medium,0,0,24,business,1382000,4,real estate,0,0,2,critical/pending loans at other banks,0
873,24,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1,Low,0,0,15,domestic appliances,874000,4,real estate,0,0,1,existing loans paid back duly till now,0
874,29,male,single,2,own,2,unskilled - resident,1 year,1,Low,0,0,12,FF&E,3590000,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0
875,40,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,1,Very high,0,2 lac,11,new vehicle,1322000,4,car or other,0,0,2,critical/pending loans at other banks,0
876,36,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,18,electronic equipment,1940000,3,car or other,1,0,1,all loans at this bank paid back duly,0
877,28,male,single,1,own,2,skilled employee / official,7 years,1,Low,0,0,36,electronic equipment,3595000,4,car or other,0,0,1,existing loans paid back duly till now,0
878,27,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,9,new vehicle,1422000,3,car or other,0,0,1,existing loans paid back duly till now,1
879,36,male,single,1,own,3,skilled employee / official,4 years,1,Low,0,0,30,electronic equipment,6742000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
880,38,male,single,1,own,3,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,24,used vehicle,7814000,3,car or other,0,0,1,existing loans paid back duly till now,0
881,48,male,divorced/separated,1,for free,4,skilled employee / official,1 year,1,Low,0,0,24,used vehicle,9277000,2,car or other,0,0,1,existing loans paid back duly till now,0
882,36,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,30,new vehicle,2181000,4,real estate,0,0,2,critical/pending loans at other banks,0
883,65,female,divorced/separated/married,1,own,4,unemployed / unskilled - non-resident,0 year,1,Low,0,0,18,electronic equipment,1098000,4,car or other,0,0,2,critical/pending loans at other banks,0
884,43,male,divorced/separated,1,own,3,skilled employee / official,4 years,1,Low,0,2 lac,24,FF&E,4057000,3,car or other,0,0,1,existing loans paid back duly till now,1
885,53,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,0,12,education,795000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
886,34,male,single,2,own,3,skilled employee / official,4 years,1,Low,0,2 lac,24,business,2825000,4,car or other,0,0,2,critical/pending loans at other banks,0
887,23,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,48,business,15672000,2,car or other,0,0,1,existing loans paid back duly till now,1
888,34,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,36,new vehicle,6614000,4,car or other,0,0,2,critical/pending loans at other banks,0
889,40,male,single,2,rent,4,skilled employee / official,0 year,1,Low,0,0,28,used vehicle,7824000,3,real estate,0,1,2,all loans at this bank paid back duly,0
890,43,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,27,business,2442000,4,car or other,0,0,4,critical/pending loans at other banks,0
891,46,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,15,electronic equipment,1829000,4,car or other,0,0,2,critical/pending loans at other banks,0
892,38,male,single,1,own,4,unskilled - resident,1 year,0,Low,0,0,12,new vehicle,2171000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
893,34,male,single,1,own,4,skilled employee / official,1 year,1,Low,0,2 lac,36,used vehicle,5800000,3,car or other,0,0,2,critical/pending loans at other banks,0
894,29,male,single,1,own,3,skilled employee / official,1 year,1,Low,0,0,18,electronic equipment,1169000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
895,31,male,single,2,own,2,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,36,used vehicle,8947000,3,car or other,0,0,1,delay in paying off loans in the past,0
896,28,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,21,electronic equipment,2606000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
897,35,female,divorced/separated/married,1,own,2,skilled employee / official,4 years,0,Very high,0,0,12,FF&E,1592000,3,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
898,33,female,divorced/separated/married,1,rent,4,unskilled - resident,4 years,1,Low,0,0,15,FF&E,2186000,1,real estate,0,0,1,existing loans paid back duly till now,0
899,42,male,single,1,own,3,skilled employee / official,1 year,1,Low,0,0,18,FF&E,4153000,2,car or other,1,0,1,existing loans paid back duly till now,1
900,43,male,single,1,rent,4,skilled employee / official,7 years,1,Low,0,0,16,new vehicle,2625000,2,building society savings agreement/life insurance,0,1,1,critical/pending loans at other banks,1
901,44,male,divorced/separated,1,own,4,skilled employee / official,0 year,1,Low,0,0,20,new vehicle,3485000,2,real estate,0,0,2,critical/pending loans at other banks,0
902,42,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,0,36,used vehicle,10477000,2,car or other,0,0,2,critical/pending loans at other banks,0
903,40,male,married/widowed,1,rent,2,skilled employee / official,1 year,1,Low,0,0,15,electronic equipment,1386000,4,real estate,0,0,1,existing loans paid back duly till now,0
904,36,male,single,1,own,1,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,24,electronic equipment,1278000,4,real estate,0,0,1,existing loans paid back duly till now,0
905,20,male,single,2,rent,2,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,0,12,electronic equipment,1107000,2,real estate,0,0,1,existing loans paid back duly till now,0
906,24,male,single,1,own,2,unskilled - resident,4 years,0,Low,0,0,21,new vehicle,3763000,2,real estate,1,0,1,existing loans paid back duly till now,0
907,27,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,36,education,3711000,2,car or other,0,0,1,existing loans paid back duly till now,0
908,46,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1,Low,0,0,15,used vehicle,3594000,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
909,33,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,1,Low,0,2 lac,9,new vehicle,3195000,1,real estate,0,0,1,existing loans paid back duly till now,0
910,34,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,1,Low,0,0,36,electronic equipment,4454000,4,real estate,0,0,2,delay in paying off loans in the past,0
911,25,female,divorced/separated/married,1,own,4,unskilled - resident,0 year,1,Low,0,2 lac,24,FF&E,4736000,2,car or other,0,0,1,critical/pending loans at other banks,1
912,25,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,30,electronic equipment,2991000,2,car or other,0,0,1,existing loans paid back duly till now,0
913,28,male,divorced/separated,1,own,2,skilled employee / official,7 years,1,Very high,0,0,11,business,2142000,1,real estate,0,0,1,existing loans paid back duly till now,0
914,31,male,single,1,rent,2,skilled employee / official,1 year,1,Low,0,0,24,business,3161000,4,building society savings agreement/life insurance,0,0,1,all loans at this bank paid back duly,1
915,32,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0,Low,0,2 lac,48,electronic equipment,18424000,1,building society savings agreement/life insurance,0,0,1,no loans taken/all loans paid back duly,1
916,32,male,single,2,own,2,skilled employee / official,1 year,1,Medium,0,0,10,used vehicle,2848000,1,real estate,1,0,1,existing loans paid back duly till now,0
917,68,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,6,new vehicle,14896000,1,car or other,0,0,1,existing loans paid back duly till now,1
918,33,male,divorced/separated,1,own,1,skilled employee / official,0 year,1,Medium,0,0,24,FF&E,2359000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
919,39,male,single,1,rent,2,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,24,FF&E,3345000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
920,28,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,18,FF&E,1817000,4,car or other,0,0,2,critical/pending loans at other banks,0
921,37,male,single,1,own,1,management / self-employed / highly qualified employee / officer,4 years,1,High,0,0,48,electronic equipment,12749000,4,car or other,0,0,1,delay in paying off loans in the past,0
922,22,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1,Low,0,0,9,electronic equipment,1366000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
